Beta,Date,,,,,,,,,,,
0.003918069,,,,,,,,,,,,
0.003928729,,,,,,,,,,,,
0.003944971,,,,,,,,,,,,
0.003962179,,,,,,,,,,,,
0.003979789,,,,,,,,,,,,
0.003994741,,,,,,,,,,,,
0.004010392,,,,,,,,,,,,
0.004023578,,,,,,,,,,,,
0.004035561,,,,,,,,,,,,
0.004050872,,,,,,,,,,,,
0.004066955,,,,,,,,,,,,
0.004081791,,,,,,,,,,,,
0.004096939,,,,,,,,,,,,
0.004111553,,,,,,,,,,,,
0.004121445,,,,,,,,,,,,
0.004130712,,,,,,,,,,,,
0.004143961,,,,,,,,,,,,
0.004157061,,,,,,,,,,,,
0.004168603,,,,,,,,,,,,
0.004178956,,,,,,,,,,,,
0.004188447,,,,,,,,,,,,
0.004197865,,,,,,,,,,,,
0.004203911,,,,,,,,,,,,
0.004213121,,,,,,,,,,,,
0.004219122,,,,,,,,,,,,
0.004220058,,,,,,,,,,,,
0.004220147,,,,,,,,,,,,
0.004227605,,,,,,,,,,,,
0.004236889,,,,,,,,,,,,
0.0042446,,,,,,,,,,,,
0.004249933,,,,,,,,,,,,
0.004258609,,,,,,,,,,,,
0.004268072,,,,,,,,,,,,
0.004277625,,,,,,,,,,,,
0.00428541,,,,,,,,,,,,
0.004297683,,,,,,,,,,,,
0.00430734,,,,,,,,,,,,
0.004315319,,,,,,,,,,,,
0.004333743,,,,,,,,,,,,
0.004341737,,,,,,,,,,,,
0.004351351,,,,,,,,,,,,
0.004361559,,,,,,,,,,,,
0.004373877,,,,,,,,,,,,
0.004384666,,,,,,,,,,,,
0.004393374,,,,,,,,,,,,
0.004399987,,,,,,,,,,,,
0.004408353,,,,,,,,,,,,
0.00441993,,,,,,,,,,,,
0.004431358,,,,,,,,,,,,
0.004442801,,,,,,,,,,,,
0.004453948,,,,,,,,,,,,
0.004464173,,,,,,,,,,,,
0.004472392,,,,,,,,,,,,
0.004484312,,,,,,,,,,,,
0.004496901,,,,,,,,,,,,
0.004510026,,,,,,,,,,,,
0.004521456,,,,,,,,,,,,
0.00453256,,,,,,,,,,,,
0.004546562,,,,,,,,,,,,
0.004556596,,,,,,,,,,,,
0.004570064,,,,,,,,,,,,
0.004584395,,,,,,,,,,,,
0.004597774,,,,,,,,,,,,
0.004609147,,,,,,,,,,,,
0.004625694,,,,,,,,,,,,
0.004637855,,,,,,,,,,,,
0.004654953,,,,,,,,,,,,
0.004670401,,,,,,,,,,,,
0.004687471,,,,,,,,,,,,
0.004709195,,,,,,,,,,,,
0.004724689,,,,,,,,,,,,
0.00474121,,,,,,,,,,,,
0.004751932,,,,,,,,,,,,
0.004768484,,,,,,,,,,,,
0.004780842,,,,,,,,,,,,
0.004798614,,,,,,,,,,,,
0.004814379,,,,,,,,,,,,
0.00483419,,,,,,,,,,,,
0.004849777,,,,,,,,,,,,
0.004864309,,,,,,,,,,,,
0.004882173,,,,,,,,,,,,
0.00489922,,,,,,,,,,,,
0.004922158,,,,,,,,,,,,
0.004941453,,,,,,,,,,,,
0.004957966,,,,,,,,,,,,
0.004984031,,,,,,,,,,,,
0.005005084,,,,,,,,,,,,
0.005024902,,,,,,,,,,,,
0.005047429,,,,,,,,,,,,
0.005073901,,,,,,,,,,,,
0.005103335,,,,,,,,,,,,
0.005130524,,,,,,,,,,,,
0.005174979,,,,,,,,,,,,
0.005218932,,,,,,,,,,,,
0.005255862,,,,,,,,,,,,
0.005295773,,,,,,,,,,,,
0.005339408,,,,,,,,,,,,
0.005392175,,,,,,,,,,,,
0.005444352,,,,,,,,,,,,
0.005494062,,,,,,,,,,,,
0.005533157,,,,,,,,,,,,
0.005579555,,,,,,,,,,,,
0.005639244,,,,,,,,,,,,
0.005690046,,,,,,,,,,,,
0.005754547,,,,,,,,,,,,
0.005820546,,,,,,,,,,,,
0.005878654,,,,,,,,,,,,
0.005943909,,,,,,,,,,,,
0.006017492,,,,,,,,,,,,
0.006109738,,,,,,,,,,,,
0.006208818,,,,,,,,,,,,
0.006311407,,,,,,,,,,,,
0.006401664,,,,,,,,,,,,
0.006486714,,,,,,,,,,,,
0.006547242,,,,,,,,,,,,
0.00665405,,,,,,,,,,,,
0.006760299,,,,,,,,,,,,
0.006863762,,,,,,,,,,,,
0.006968218,,,,,,,,,,,,
0.007160713,,,,,,,,,,,,
0.007503979,,,,,,,,,,,,
0.007692461,,,,,,,,,,,,
0.007910252,,,,,,,,,,,,
0.00812239,,,,,,,,,,,,
0.008385196,,,,,,,,,,,,
0.008593263,,,,,,,,,,,,
0.008820709,,,,,,,,,,,,
0.009013868,,,,,,,,,,,,
0.009224039,,,,,,,,,,,,
0.009482917,,,,,,,,,,,,
0.009779492,,,,,,,,,,,,
0.010064895,,,,,,,,,,,,
0.010300252,,,,,,,,,,,,
0.010543677,,,,,,,,,,,,
0.01079938,,,,,,,,,,,,
0.011082859,,,,,,,,,,,,
0.011404695,,,,,,,,,,,,
0.011807289,,,,,,,,,,,,
0.012127957,,,,,,,,,,,,
0.012438288,,,,,,,,,,,,
0.01278619,,,,,,,,,,,,
0.013085405,,,,,,,,,,,,
0.013401482,,,,,,,,,,,,
0.013748396,,,,,,,,,,,,
0.014122665,,,,,,,,,,,,
0.014472408,,,,,,,,,,,,
0.01484272,,,,,,,,,,,,
0.015175365,,,,,,,,,,,,
0.015528614,,,,,,,,,,,,
0.015816836,,,,,,,,,,,,
0.016122118,,,,,,,,,,,,
0.01650563,,,,,,,,,,,,
0.01687356,,,,,,,,,,,,
0.017228922,,,,,,,,,,,,
0.017609808,,,,,,,,,,,,
0.017923831,,,,,,,,,,,,
0.018250526,,,,,,,,,,,,
0.018562974,,,,,,,,,,,,
0.018914594,,,,,,,,,,,,
0.01942743,,,,,,,,,,,,
0.019845768,,,,,,,,,,,,
0.020257704,,,,,,,,,,,,
0.020640831,,,,,,,,,,,,
0.020969564,,,,,,,,,,,,
0.021277675,,,,,,,,,,,,
0.021579592,,,,,,,,,,,,
0.021932314,,,,,,,,,,,,
0.0222443,,,,,,,,,,,,
0.02255104,,,,,,,,,,,,
0.022838639,,,,,,,,,,,,
0.023077027,,,,,,,,,,,,
0.023251962,,,,,,,,,,,,
0.02353369,,,,,,,,,,,,
0.023804702,,,,,,,,,,,,
0.024033593,,,,,,,,,,,,
0.024279122,,,,,,,,,,,,
0.024467146,,,,,,,,,,,,
0.024659322,,,,,,,,,,,,
0.024868109,,,,,,,,,,,,
0.025119395,,,,,,,,,,,,
0.025350888,,,,,,,,,,,,
0.025604657,,,,,,,,,,,,
0.025846104,,,,,,,,,,,,
0.026115473,,,,,,,,,,,,
0.026344669,,,,,,,,,,,,
0.026536898,,,,,,,,,,,,
0.026795169,,,,,,,,,,,,
0.02712244,,,,,,,,,,,,
0.027461085,,,,,,,,,,,,
0.027796375,,,,,,,,,,,,
0.02808497,,,,,,,,,,,,
0.02840233,,,,,,,,,,,,
0.028691702,,,,,,,,,,,,
0.029086229,,,,,,,,,,,,
0.029640826,,,,,,,,,,,,
0.030087034,,,,,,,,,,,,
0.03051312,,,,,,,,,,,,
0.031077901,,,,,,,,,,,,
0.031603057,,,,,,,,,,,,
0.032182326,,,,,,,,,,,,
0.032800834,,,,,,,,,,,,
0.03341634,,,,,,,,,,,,
0.033932639,,,,,,,,,,,,
0.034480744,,,,,,,,,,,,
0.034993215,,,,,,,,,,,,
0.035647849,,,,,,,,,,,,
0.036490254,,,,,,,,,,,,
0.037285908,,,,,,,,,,,,
0.038174703,,,,,,,,,,,,
0.039024135,,,,,,,,,,,,
0.039944969,,,,,,,,,,,,
0.040824413,,,,,,,,,,,,
0.041765549,,,,,,,,,,,,
0.042743047,,,,,,,,,,,,
0.043745954,,,,,,,,,,,,
0.044593745,,,,,,,,,,,,
0.045690991,,,,,,,,,,,,
0.046659913,,,,,,,,,,,,
0.047548638,,,,,,,,,,,,
0.048297195,,,,,,,,,,,,
0.049036658,,,,,,,,,,,,
0.049809861,,,,,,,,,,,,
0.050602772,,,,,,,,,,,,
0.051512199,,,,,,,,,,,,
0.052187381,,,,,,,,,,,,
0.052818397,,,,,,,,,,,,
0.053432843,,,,,,,,,,,,
0.053979994,,,,,,,,,,,,
0.054618438,,,,,,,,,,,,
0.055241007,,,,,,,,,,,,
0.055902807,,,,,,,,,,,,
0.056455782,,,,,,,,,,,,
0.056951063,,,,,,,,,,,,
0.057317241,,,,,,,,,,,,
0.057649448,,,,,,,,,,,,
0.058067642,,,,,,,,,,,,
0.058542977,,,,,,,,,,,,
0.059024258,,,,,,,,,,,,
0.059410986,,,,,,,,,,,,
0.059761434,,,,,,,,,,,,
0.060070364,,,,,,,,,,,,
0.060350291,,,,,,,,,,,,
0.06066863,,,,,,,,,,,,
0.061012348,,,,,,,,,,,,
0.061330902,,,,,,,,,,,,
0.061635684,,,,,,,,,,,,
0.061899794,,,,,,,,,,,,
0.062134688,,,,,,,,,,,,
0.062341473,,,,,,,,,,,,
0.062558916,,,,,,,,,,,,
0.062784201,,,,,,,,,,,,
0.06303713,,,,,,,,,,,,
0.063259488,,,,,,,,,,,,
0.063442555,,,,,,,,,,,,
0.063605438,,,,,,,,,,,,
0.063782706,,,,,,,,,,,,
0.063995453,,,,,,,,,,,,
0.064197191,,,,,,,,,,,,
0.064399072,,,,,,,,,,,,
0.06457355,,,,,,,,,,,,
0.064737765,,,,,,,,,,,,
0.064915795,,,,,,,,,,,,
0.065058192,,,,,,,,,,,,
0.065224429,,,,,,,,,,,,
0.065391938,,,,,,,,,,,,
0.065535549,,,,,,,,,,,,
0.065660279,,,,,,,,,,,,
0.06576158,,,,,,,,,,,,
0.065852976,,,,,,,,,,,,
0.065960272,,,,,,,,,,,,
0.066067741,,,,,,,,,,,,
0.066178982,,,,,,,,,,,,
0.066279862,,,,,,,,,,,,
0.066382336,,,,,,,,,,,,
0.066470454,,,,,,,,,,,,
0.066551265,,,,,,,,,,,,
0.066649618,,,,,,,,,,,,
0.066750537,,,,,,,,,,,,
0.066865122,,,,,,,,,,,,
0.066977201,,,,,,,,,,,,
0.067071405,,,,,,,,,,,,
0.06715016,,,,,,,,,,,,
0.067236224,,,,,,,,,,,,
0.067326212,,,,,,,,,,,,
0.067423433,,,,,,,,,,,,
0.067529719,,,,,,,,,,,,
0.067611513,,,,,,,,,,,,
0.067706199,,,,,,,,,,,,
0.067796149,,,,,,,,,,,,
0.06788697,,,,,,,,,,,,
0.067977976,,,,,,,,,,,,
0.068072508,,,,,,,,,,,,
0.068178,,,,,,,,,,,,
0.068282806,,,,,,,,,,,,
0.068348524,,,,,,,,,,,,
0.068414889,,,,,,,,,,,,
0.068495321,,,,,,,,,,,,
0.06856379,,,,,,,,,,,,
0.068633008,,,,,,,,,,,,
0.068709806,,,,,,,,,,,,
0.068767382,,,,,,,,,,,,
0.068824998,,,,,,,,,,,,
0.068865471,,,,,,,,,,,,
0.068913117,,,,,,,,,,,,
0.06895358,,,,,,,,,,,,
0.069000661,,,,,,,,,,,,
0.069053252,,,,,,,,,,,,
0.068981126,,,,,,,,,,,,
0.069026801,,,,,,,,,,,,
0.069055929,,,,,,,,,,,,
0.069117994,,,,,,,,,,,,
0.069160178,,,,,,,,,,,,
0.069202769,,,,,,,,,,,,
0.069249356,,,,,,,,,,,,
0.069296637,,,,,,,,,,,,
